contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
25.69352218499339,25.69504518225201,1.3852675398517613,1.3794801502690626,0.7819823399259714,0.7848675676415999,0.275079178898903,0.275495882053441,0.8545152350038029,0.8545516894451972
