contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
11.777794699969542,11.56937252512946,1.3437404812671343,1.3082800284292835,0.6975315284921385,0.703885112010103,0.2938967126555929,0.29659205825364354,0.8394620625065586,0.8424110555394805
