H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.5964286851067895,245.03685902536844,68.61021103224368,0.5387374805113541,7.688840090969946,9.366165975038298,4.0,248.0,72.0,4.0,248.0,74.0
