H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.5090237769360537,246.42617054460962,67.91460037559283,0.5721913768223994,5.96012929026534,10.14609959167098,4.0,248.0,73.0,4.0,248.0,74.0
