B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
0.4559315020530286,28.17251806346882,194.01448260495908,0.6037938467005806,2.0014553536033475,5.528206287511449,0.0,28.0,195.0,0.0,29.0,196.0
