B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
1.1413884202820128,21.265716013623198,188.2530158831206,0.7861472649507613,1.0170403667804238,4.2416568925451115,1.0,21.0,189.0,1.0,21.0,191.0
