Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6
665,23876,7746,4478,8856,11203
579,23239,9016,4506,9105,10903
681,23180,7808,4994,8835,10885
266,23456,8213,4598,8955,11065
604,23406,6655,4652,8649,11432
146,23728,8071,4156,9080,10812
359,24042,7889,4687,8983,11101
511,23800,8795,4177,8703,11352
488,22803,8137,4724,8902,10741
925,23365,7752,3280,9570,11281
614,23804,8436,4500,8604,11326
576,23992,8127,4684,9070,11976
903,23389,8821,4607,9141,11192
803,24192,7442,4644,8148,11593
215,24018,8447,4893,8868,11639
0,23872,8459,4607,8648,11390
2484,24732,8379,3767,9083,11088
656,24169,8437,4904,8823,10773
768,24616,8703,4554,8811,11360
704,24276,9478,4373,8884,11007
1073,23803,8713,4802,8596,11658
1067,24577,9229,4264,8227,11527
804,24395,8495,4513,8854,11402
562,24210,8410,4110,9080,11073
170,24265,8448,4513,9102,10757
914,24884,8755,4661,8513,11223
163,24919,9083,4845,8703,10965
873,24699,8051,4551,8914,11489
740,24060,8603,4441,8672,11421
692,24606,7779,4934,8124,10800
778,24416,8703,4715,7197,10919
848,24789,8690,4806,8971,11352
877,24955,9050,4475,8703,11405
915,24784,9070,4708,8736,11016
0,24338,7852,4401,8589,11355
916,25071,8920,4664,9301,10812
597,24774,9149,3839,7918,11144
1043,24948,7743,4617,9020,11125
1088,24324,8788,5016,8703,11381
954,25087,8664,4540,8656,11461
780,24228,8730,4994,8861,11313
450,24489,8539,4473,8976,11219
1054,24849,8919,4730,9929,11215
600,24249,8703,4582,9075,10947
1927,25053,8434,4524,8674,10751
623,24199,8763,4001,9042,10882
132,23944,8067,4885,8703,11077
850,23510,8426,4549,8804,11460
734,23897,8728,4334,9088,11156
832,24089,8741,4296,8768,11416
745,24196,8860,4616,7853,11755
516,23595,8565,4164,8924,11158
910,24464,9682,4516,8689,11474
946,24423,9575,4571,8632,11436
820,23991,9137,4854,8795,10892
503,23830,8627,4389,9305,11308
713,24010,8925,4709,9056,11565
546,23233,8553,4728,8973,10935
882,23442,8634,4196,8772,11217
794,23388,8596,4655,8673,9600
764,23078,8462,4624,9096,11394
493,23039,7881,4813,8613,11319
748,22612,8643,4680,7888,11280
458,22535,8229,4562,8426,11218
273,22150,7965,4640,8925,11133
536,22199,8307,4893,9531,10837
328,20903,7856,4688,8610,11516
337,20918,7430,4388,8978,11396
537,20639,7679,4624,8772,11501
131,19794,7293,4733,8845,10751
31,18943,6896,3914,9432,11282
418,19068,7252,4898,8805,10312
1027,19987,7753,4162,9003,11052
511,20945,8448,4740,8765,11035
118,20841,8286,5077,9255,11108
458,20779,7999,4607,8667,11533
462,21943,7624,4420,8708,11163
1050,20905,7679,4232,7957,11508
695,20535,8606,4645,8411,11206
256,20632,7882,4665,8534,11284
714,20772,8082,4607,8364,11216
430,20384,8383,4210,8842,11459
460,20634,8070,4664,9727,10909
1174,20364,8067,4633,8829,10992
374,19760,7287,5042,8792,11274
391,19677,7642,4805,8714,11141
424,19896,7828,4952,8725,11085
386,19609,6848,4570,9097,11200
351,18582,8232,3878,9864,11139
51,18199,7248,4551,8450,11039
588,19329,7007,4400,9131,11186
124,19232,7531,4604,9291,11115
511,18659,7379,4161,8999,9594
264,18606,7207,4344,8845,11344
150,18632,7585,4772,8673,11041
203,18259,7094,4417,9124,10978
760,18526,7275,4649,8524,11560
281,18304,6898,5797,8793,11076
203,18228,7008,4333,8824,11387
533,18502,7390,4175,8967,11436
