L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
74.94073272432122,176.8144953369195,169.73084635706783,3.3517743854314186,1.7178313957097286,1.664328989514268,76.0,177.0,170.0,77.0,178.0,171.0
