L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
68.18922876149855,173.39803291211766,166.33026705286946,2.9569422733626074,1.3615738399669068,1.3229857228728756,69.0,174.0,167.0,70.0,174.0,167.0
