L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
70.47531591176751,174.64009930929114,167.14864563771206,2.5916060285134956,1.2847363868592803,1.1204772834607635,72.0,175.0,167.0,72.0,175.0,167.0
