L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
21.758793010153738,140.78489352898112,137.63316039087118,2.2652739178316343,1.1816534026932186,0.8896522938753415,21.0,141.0,138.0,21.0,140.0,138.0
