L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
9.570837444695547,136.7695833465958,132.14743610147372,1.3708119224760875,1.8655383788662416,0.7725284645121274,10.0,136.0,132.0,10.0,136.0,132.0
