H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
4.068084158258268,212.17579654327275,35.809370722857054,0.8939389318628541,13.767287296571913,4.565781685889971,4.0,215.0,35.0,4.0,218.0,34.0
