H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.668173281981093,215.76385396441418,38.65973835821371,0.8426970700930255,11.251640279598083,4.11794767988388,4.0,218.0,38.0,4.0,221.0,38.0
