H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.0622592863736195,254.3343094502976,177.8205430181112,0.24162972917313524,0.8222024866573794,6.658978780089953,3.0,254.0,179.0,3.0,255.0,183.0
