H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
4.3211318712798805,254.35175223605054,194.0802750103447,0.4678041637623044,0.9402473078829174,5.743259095025403,4.0,255.0,195.0,4.0,255.0,195.0
