Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6
610,7679,4183,3503,10364,13126
773,7946,4409,3755,11238,12799
683,7965,3936,3538,11197,12828
977,7895,4307,3748,11200,12992
719,7625,4520,3627,11044,12848
576,7718,3328,3546,11005,12400
632,7679,3787,3464,11494,13056
511,7738,4312,3629,11025,13205
236,7989,3777,3988,11366,13165
511,7427,3909,3673,11287,12171
274,7624,4160,3600,11153,13102
405,7559,3837,2583,11144,13145
565,7960,4480,3540,10995,12933
511,7752,4397,3855,10990,12976
0,7711,4050,3998,10751,13105
850,8287,5630,3439,11034,12924
905,7904,4180,3793,11125,13103
383,7636,3897,3524,11301,12969
800,6962,4485,3695,10921,12720
225,7518,4334,3583,11075,12472
469,7401,4168,3537,11410,13067
552,7918,4193,3583,11080,12960
28,7550,4153,3501,11072,13190
688,7850,4327,3680,10891,12916
1318,7679,3700,3659,10470,13385
568,7891,4294,3588,10622,12196
760,7620,3304,3565,11104,13264
320,7644,4151,3494,11028,13066
366,7396,3834,3444,11232,13202
377,7618,3647,3348,11132,13240
134,7465,3136,3400,10911,13352
897,8220,4101,3687,10964,12880
593,7816,4036,3703,10751,13170
215,7516,3099,3447,10803,13242
960,7701,4480,3735,10915,12945
544,7878,4578,3784,10724,12761
640,7361,3738,2504,11227,13380
322,8030,4239,3427,10521,13319
511,7873,4050,3864,10785,12812
210,7305,3652,3153,10845,13404
711,7790,4386,4229,10619,12867
389,7437,4032,3523,11173,13052
896,7472,3741,3568,10577,13284
832,7744,4394,3605,10748,12926
543,8054,4388,3588,10459,13096
960,7648,4445,3749,11294,13549
531,9056,4573,3426,10840,13411
768,7679,4631,3392,12617,13485
1317,6893,4696,3236,10720,13436
425,7744,3973,3665,10925,13163
422,7472,3992,4607,10771,12877
520,7784,3544,3449,10344,13271
548,7936,3583,3713,10436,12836
1454,7944,3740,3374,10938,13173
736,7729,4454,3710,10580,12926
0,7804,4266,3869,10437,13099
644,8027,4241,3493,11235,13108
528,8104,3918,3583,10079,13324
594,7933,4220,3583,10421,12726
735,7522,3966,3569,10841,13404
559,8155,2595,3293,10689,12588
894,7805,4366,3800,10578,12797
511,8096,4573,3563,10410,13144
488,7415,4008,2868,10751,13108
340,7801,3834,2440,10821,13213
511,7580,4332,3568,10490,13321
417,7734,4140,3072,10769,13236
146,6797,4132,3583,10408,13043
487,7643,4040,3618,10458,11798
568,8076,4160,3504,10956,13100
193,7808,4395,3410,11225,13165
464,7686,4112,3583,10697,13482
758,8138,4358,3708,10464,12983
832,7921,4217,3600,10681,13047
610,7888,4179,3704,11271,13206
741,7509,4651,3121,10689,13397
551,7829,4285,3608,10316,13137
332,8264,4271,3234,10424,13181
456,7784,3857,3540,10646,12890
381,7488,4064,3210,10405,13060
812,7942,4135,3514,10433,13163
778,8550,4140,3665,10351,12847
366,7771,3939,3536,10552,13086
365,8106,3822,3486,10065,13387
736,8052,4240,3661,10904,13025
1285,7832,6508,3684,10688,13510
0,7634,4197,3600,9861,13341
