Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6
910,11448,4182,3659,10191,13764
0,8209,4240,3725,9806,13823
809,8409,4607,3827,10435,13828
457,8118,3275,2806,10274,13641
786,8384,4470,3777,9280,13892
1328,8226,4161,3957,10332,13767
888,8346,5237,3896,10107,13416
653,8360,4217,3803,9785,13808
772,8230,5142,3887,10274,13613
1134,8289,3914,4106,9727,13080
528,8403,4216,4054,10130,13815
282,9000,4104,3732,9813,14007
797,8574,4416,3854,9944,13776
298,7432,4274,3746,10269,13677
525,8282,4102,3845,9904,14210
740,8703,3688,4119,9744,13664
512,9125,4582,4255,9875,13381
743,7617,4165,4249,9883,13815
682,8038,4144,3548,10119,13618
932,8594,5263,4028,9415,13678
738,7004,4504,3915,9972,13857
742,7785,4379,3976,9785,13595
568,8358,3966,3795,10019,13809
789,8588,4559,4011,9804,13391
627,8477,4184,3924,10087,13792
765,8168,4351,3838,10097,13823
712,8228,4771,3839,9909,13792
614,8472,4371,3760,9026,14042
803,8703,4142,3923,9775,13588
464,8317,4044,3830,9941,13665
0,7896,4454,3920,9692,13359
158,8118,3386,3912,9722,13839
694,8517,4584,4132,9921,13600
917,8196,4607,3967,9824,13670
511,8330,4264,3795,9672,13757
546,7976,4528,3605,8919,14022
388,8205,4125,3194,10085,13896
780,8479,4610,3981,11945,13676
555,7754,4284,4032,10379,13796
714,7904,4527,4335,9227,14387
0,8588,4353,3936,9600,13807
832,8337,4372,3833,9272,13868
0,8456,4345,3817,10026,13654
320,7724,4186,3831,10180,13925
511,7934,4152,4253,10076,13941
1057,8210,4119,3930,9960,13672
857,8209,4299,3816,9643,13836
619,8557,4607,4186,9917,13632
438,8560,2559,3661,9908,13251
764,8344,4538,4116,9930,13492
843,8521,4576,4053,9532,13786
368,7861,4248,3830,10402,13922
1163,8212,4468,4244,10056,13962
0,8349,4443,4172,9661,13733
841,8113,5451,3631,9739,13824
0,8149,4165,3944,10080,13901
723,8134,4273,3912,9998,13797
420,7886,4315,2522,8698,14173
1072,8648,4377,4138,10532,13488
526,8449,4600,3941,9233,14004
744,8195,4161,3658,10185,14614
867,8355,4271,3834,9873,13703
833,6854,4353,4497,10016,13637
1188,8418,4247,4134,9769,13906
568,8484,3920,3583,10018,14093
623,8368,4280,4256,9924,13729
1088,8567,4595,3988,9744,13732
641,7894,4432,4226,9928,13751
