H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.9927427825699464,254.25470286787407,191.90260050291243,0.10828097416792173,1.0462604484552447,5.411627567944697,4.0,255.0,192.0,4.0,255.0,195.0
