H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
2.8822930260686888,246.25887258490627,80.87309418467709,0.6664769181138008,3.620157211700264,8.881597130417227,3.0,246.0,83.0,3.0,249.0,83.0
