H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
2.9482127510583442,251.540630868638,138.0756278447974,0.2587125911106923,1.6857110120813537,10.399436437127427,3.0,251.0,139.0,3.0,251.0,136.0
