H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
2.9238628767864534,252.2088041506191,112.65178088296146,0.27302780325346754,2.120481720960118,4.336343307057401,3.0,253.0,114.0,3.0,253.0,116.0
