H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
2.9932838908870996,252.7476525448006,121.32558805742114,0.15691988699684445,1.4226892613556623,5.735741612796017,3.0,253.0,122.0,3.0,253.0,125.0
