B,G,R
5,12,85
4,11,84
4,11,84
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,13,85
5,13,85
5,13,85
5,13,85
5,12,85
5,12,85
5,12,83
4,12,83
4,12,83
4,12,84
4,11,84
4,11,84
4,11,84
4,11,84
4,11,84
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,83
5,12,83
5,13,82
5,13,81
5,12,81
5,12,85
4,11,84
4,12,84
4,12,84
4,12,84
4,12,83
5,12,83
4,12,84
4,12,84
4,11,84
4,11,84
4,11,84
4,11,84
4,11,84
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
4,12,85
4,12,85
4,12,85
4,12,85
4,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,84
5,13,83
5,13,83
5,13,82
5,12,81
5,12,81
5,12,81
5,12,81
5,12,81
5,12,81
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,84
5,12,84
5,12,84
5,12,84
5,12,84
5,12,85
5,12,85
4,11,84
4,11,84
4,11,84
4,11,84
4,11,85
5,11,85
5,12,85
5,12,85
5,12,85
5,12,85
4,12,85
4,12,85
4,12,86
3,12,86
4,12,86
4,12,86
5,12,86
5,12,86
5,12,86
5,12,86
6,13,86
6,12,86
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,13,83
5,13,83
5,13,83
5,13,82
5,13,82
5,12,81
5,12,81
5,12,81
5,12,81
5,12,81
5,12,81
5,12,81
5,13,82
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,84
5,12,84
5,12,84
5,12,85
5,12,85
5,12,85
5,12,85
5,11,85
4,11,85
4,11,85
5,11,85
5,11,85
5,11,85
5,11,85
5,11,85
4,11,85
4,12,85
4,12,86
4,13,86
4,12,86
4,12,86
4,13,86
4,13,86
5,12,86
5,12,86
6,13,86
6,13,86
6,13,86
6,12,86
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,13,85
5,13,83
5,13,83
5,13,83
5,13,83
5,12,82
5,12,82
5,12,82
6,12,82
5,12,82
5,12,82
5,12,82
5,13,82
5,13,82
5,14,83
6,14,83
4,11,84
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,84
5,11,84
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
4,11,85
4,11,86
4,11,86
4,11,86
4,11,85
4,11,85
4,11,85
4,12,86
4,12,86
4,12,86
4,13,86
4,13,87
3,12,86
4,13,87
4,13,86
4,12,86
5,13,87
6,13,87
6,13,86
6,13,86
6,13,86
5,12,86
5,12,85
5,12,85
5,12,85
5,12,85
5,12,86
5,12,86
6,13,86
6,13,86
5,13,84
5,13,83
5,13,83
5,13,83
5,12,83
5,12,83
5,12,83
5,12,83
5,12,83
5,12,82
5,12,82
5,12,83
5,13,83
5,13,83
6,14,84
6,14,84
6,13,84
6,13,84
4,11,84
4,11,84
4,11,84
4,11,84
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,85
5,12,86
5,12,86
5,12,85
5,11,85
5,11,85
