B,G,R
6,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
6,15,95
6,15,95
6,15,95
6,14,95
6,14,95
6,14,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
4,15,97
4,15,97
4,15,97
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
5,15,95
5,15,95
5,14,95
5,14,95
6,14,97
6,15,97
6,15,95
6,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,97
4,15,97
4,15,97
4,15,97
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,96
5,15,97
5,15,97
5,15,97
5,15,97
4,15,97
4,15,97
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,97
4,15,97
4,15,97
4,15,97
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,96
4,15,97
4,15,97
4,15,97
5,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,96
4,15,95
4,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,96
4,15,97
4,15,97
4,15,97
4,15,97
4,14,97
4,15,98
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,96
5,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,95
6,15,96
6,15,96
6,15,96
6,15,96
5,15,97
4,15,97
4,15,97
4,15,97
4,15,96
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,95
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,95
4,15,95
4,15,95
4,15,96
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,14,97
4,14,98
4,14,98
4,15,98
4,15,98
4,15,98
4,15,98
4,15,98
4,15,97
4,15,98
4,15,98
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
5,15,97
5,15,97
5,15,97
5,15,97
5,15,97
5,15,97
6,15,97
6,15,97
6,15,97
6,16,97
5,16,97
5,16,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,97
4,15,96
4,15,96
