L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
31.509373905847152,154.63729827800236,145.8844892892383,5.709902677362203,3.455370510759052,3.6732980448865757,33.0,156.0,147.0,36.0,157.0,147.0
